Date,Close/Last,Volume,Open,High,Low
04/16/2025,$153.33,28187420,$153.10,$155.89,$151.51
04/15/2025,$156.31,27551530,$159.125,$159.65,$155.21
04/14/2025,$159.07,30332960,$159.995,$161.72,$157.56
04/11/2025,$157.14,33636240,$152.90,$157.67,$152.82
04/10/2025,$152.82,48021970,$156.54,$157.72,$149.93
04/09/2025,$158.71,70406230,$144.415,$159.55,$143.905
04/08/2025,$144.70,52200210,$151.22,$152.24,$143.03
04/07/2025,$146.75,76794140,$141.55,$152.85,$140.53
04/04/2025,$145.60,62259540,$148.01,$151.07,$145.38
04/03/2025,$150.72,46883370,$151.11,$152.7799,$150.39
04/02/2025,$157.04,25041730,$155.15,$158.4052,$154.70
04/01/2025,$157.07,30672900,$153.62,$158.10,$153.62
03/31/2025,$154.64,54603460,$153.11,$155.54,$150.662
03/28/2025,$154.33,48669340,$160.49,$161.82,$153.63
03/27/2025,$162.24,24508270,$164.63,$165.42,$162.00
03/26/2025,$165.06,28939330,$169.00,$169.61,$164.84
03/25/2025,$170.56,24174370,$168.98,$170.63,$168.315
03/24/2025,$167.68,30879130,$167.065,$168.32,$165.14
03/21/2025,$163.99,36625760,$161.205,$164.24,$160.8901
03/20/2025,$162.80,28138460,$161.57,$164.89,$160.96
03/19/2025,$163.89,34275580,$161.76,$165.87,$161.00
03/18/2025,$160.67,42074750,$163.675,$164.25,$156.72
03/17/2025,$164.29,31184340,$165.03,$166.30,$163.67
03/14/2025,$165.49,31995890,$163.27,$166.49,$162.45
03/13/2025,$162.76,31756210,$166.035,$166.13,$162.11
03/12/2025,$167.11,28372400,$166.58,$167.6399,$163.53
03/11/2025,$164.04,39587410,$164.91,$166.75,$161.37
03/10/2025,$165.87,43604030,$168.26,$168.46,$163.69
03/07/2025,$173.86,27385810,$171.26,$174.97,$170.27
03/06/2025,$172.35,28301950,$170.53,$174.81,$170.50
03/05/2025,$173.02,30954920,$170.52,$173.78,$169.06
03/04/2025,$170.92,45388000,$166.24,$173.2946,$165.80
03/03/2025,$167.01,40770450,$171.925,$173.37,$165.93
02/28/2025,$170.28,48130570,$168.68,$170.61,$166.77
02/27/2025,$168.50,39991020,$173.99,$174.56,$167.94
02/26/2025,$172.73,35431270,$175.07,$176.08,$171.5807
02/25/2025,$175.42,41913410,$178.04,$178.74,$174.6939
02/24/2025,$179.25,29854210,$181.99,$183.12,$178.885
02/21/2025,$179.66,35199240,$185.15,$185.34,$179.08
02/20/2025,$184.56,20441460,$184.80,$185.31,$182.72
02/19/2025,$185.27,19549400,$184.07,$185.46,$183.59
02/18/2025,$183.77,29916680,$185.60,$185.96,$181.7401
02/14/2025,$185.23,20448440,$185.055,$186.40,$184.32
02/13/2025,$186.14,21402520,$184.32,$186.28,$183.14
02/12/2025,$183.61,22072560,$183.22,$185.11,$181.83
02/11/2025,$185.32,21239520,$185.03,$186.94,$184.28
02/10/2025,$186.47,23105650,$187.35,$188.20,$185.86
02/07/2025,$185.34,49314960,$191.05,$191.18,$183.24
02/06/2025,$191.60,29297440,$189.50,$192.10,$188.72
02/05/2025,$191.33,70461770,$191.07,$192.75,$188.03
02/04/2025,$206.38,43856430,$203.39,$207.05,$202.81
02/03/2025,$201.23,27838350,$200.69,$203.75,$200.10
01/31/2025,$204.02,32041950,$202.00,$205.48,$201.80
01/30/2025,$200.87,24354680,$198.00,$201.40,$197.67
01/29/2025,$195.41,18218260,$195.555,$196.785,$193.43
01/28/2025,$195.30,24157930,$192.745,$195.48,$190.68
01/27/2025,$191.81,41728890,$192.41,$196.88,$190.73
01/24/2025,$200.21,23877520,$198.10,$200.90,$198.00
01/23/2025,$197.98,26951360,$198.14,$200.30,$195.20
01/22/2025,$198.37,26200620,$199.06,$200.48,$197.53
01/21/2025,$198.05,29971290,$199.07,$202.29,$197.87
01/17/2025,$196.00,27735090,$196.53,$197.23,$193.75
01/16/2025,$192.91,17815430,$194.14,$195.48,$192.81
01/15/2025,$195.55,21775970,$193.09,$196.36,$191.86
01/14/2025,$189.66,17174850,$191.24,$191.98,$188.3082
01/13/2025,$191.01,21823700,$190.07,$191.18,$187.36
01/10/2025,$192.04,26665210,$194.295,$196.52,$190.31
01/08/2025,$193.95,24864770,$192.57,$196.29,$192.38
01/07/2025,$195.49,26487240,$197.11,$201.00,$194.60
01/06/2025,$196.87,29563640,$193.98,$198.2222,$193.85
01/03/2025,$191.79,18596160,$191.37,$193.21,$189.975
01/02/2025,$189.43,20370830,$190.65,$192.00,$187.50
12/31/2024,$189.30,17466920,$191.075,$191.96,$188.51
12/30/2024,$191.24,14264660,$189.80,$192.55,$189.12
12/27/2024,$192.76,18891360,$194.95,$195.32,$190.65
12/26/2024,$195.60,12057210,$195.15,$196.748,$194.375
12/24/2024,$196.11,10403260,$194.84,$196.11,$193.78
12/23/2024,$194.63,25675010,$192.62,$195.10,$190.15
12/20/2024,$191.41,63462930,$185.78,$192.89,$185.22
12/19/2024,$188.51,32265240,$191.625,$193.03,$188.38
12/18/2024,$188.40,34166070,$195.22,$197.00,$187.74
12/17/2024,$195.42,43504030,$197.25,$201.42,$194.98
12/16/2024,$196.66,44934900,$192.87,$199.00,$192.62
12/13/2024,$189.82,25143500,$191.01,$192.73,$189.64
12/12/2024,$191.96,34817490,$195.00,$195.18,$191.71
12/11/2024,$195.40,67894070,$185.31,$195.61,$184.85
12/10/2024,$185.17,54813020,$182.845,$186.36,$181.05
12/09/2024,$175.37,25389630,$173.96,$176.26,$173.65
12/06/2024,$174.71,21462390,$172.03,$175.08,$171.86
12/05/2024,$172.64,21356240,$175.36,$176.06,$172.33
12/04/2024,$174.37,31615140,$171.145,$174.91,$171.06
12/03/2024,$171.34,22248710,$171.49,$172.68,$170.85
12/02/2024,$171.49,23789080,$168.765,$172.075,$168.57
11/29/2024,$168.95,14257240,$168.50,$169.43,$167.16
11/27/2024,$169.23,19266510,$169.00,$169.4832,$168.02
11/26/2024,$169.12,20486720,$167.63,$169.82,$167.58
11/25/2024,$167.65,33135260,$166.09,$168.63,$165.6072
11/22/2024,$164.76,38604590,$165.85,$166.46,$163.90
11/21/2024,$167.63,59734380,$173.90,$174.13,$163.70
11/20/2024,$175.98,18997110,$177.34,$177.675,$173.78
11/19/2024,$178.12,23434930,$173.72,$178.87,$173.56
11/18/2024,$175.30,20206610,$173.42,$175.438,$172.90
11/15/2024,$172.49,32504650,$173.73,$174.14,$171.22
11/14/2024,$175.58,31007460,$178.28,$178.82,$174.3218
11/13/2024,$178.88,23184000,$180.46,$180.96,$178.54
11/12/2024,$181.62,25134910,$179.82,$182.49,$179.39
11/11/2024,$180.35,17450350,$178.58,$180.545,$178.47
11/08/2024,$178.35,22006180,$180.645,$180.90,$178.08
11/07/2024,$180.75,25352940,$177.41,$181.08,$177.19
11/06/2024,$176.51,33695540,$173.80,$176.94,$173.50
11/05/2024,$169.74,18242050,$169.43,$170.53,$168.84
11/04/2024,$169.24,21492740,$169.93,$170.73,$168.011
11/01/2024,$171.29,31796480,$170.07,$172.32,$168.88
10/31/2024,$171.11,44768980,$173.13,$176.82,$171.00
10/30/2024,$174.46,68890790,$180.68,$182.02,$174.0599
10/29/2024,$169.68,42169030,$167.73,$170.38,$167.0896
10/28/2024,$166.72,32138640,$168.75,$168.75,$163.95
10/25/2024,$165.27,19828880,$163.67,$165.59,$163.42
10/24/2024,$162.72,22412530,$162.83,$163.33,$161.01
10/23/2024,$162.78,18280520,$164.76,$165.82,$161.925
10/22/2024,$165.14,16568120,$162.98,$165.77,$162.98
10/21/2024,$164.07,20946460,$162.95,$164.50,$162.62
