Date,Close/Last,Volume,Open,High,Low
09/04/2025,$306.10,31220800,$305.06,$308.78,$302.2501
09/03/2025,$302.39,18529390,$302.29,$304.45,$296.40
09/02/2025,$298.24,19693020,$289.34,$298.71,$287.17
08/29/2025,$297.39,21610680,$307.01,$307.01,$293.66
08/28/2025,$308.65,18907050,$302.928,$311.00,$302.333
08/27/2025,$300.25,13830300,$297.53,$301.18,$293.78
08/26/2025,$298.01,25689110,$294.35,$300.2499,$293.99
08/25/2025,$294.23,15124750,$292.81,$298.4016,$291.71
08/22/2025,$294.00,16301330,$291.745,$300.09,$289.0101
08/21/2025,$289.60,14946310,$290.06,$292.385,$286.17
08/20/2025,$291.17,23600510,$295.46,$295.49,$281.87
08/19/2025,$294.91,20149580,$302.415,$302.8999,$292.39
08/18/2025,$305.76,14724670,$302.70,$306.17,$299.00
08/15/2025,$306.34,22806940,$311.03,$311.50,$299.76
08/14/2025,$311.23,15717630,$307.01,$314.1651,$307.0001
08/13/2025,$309.09,17371170,$316.75,$317.35,$304.75
08/12/2025,$312.83,17624010,$306.63,$313.44,$304.665
08/11/2025,$303.90,12396380,$305.05,$308.31,$301.29
08/08/2025,$304.97,12458750,$304.05,$307.87,$302.5518
08/07/2025,$303.76,16319440,$306.17,$310.34,$299.8807
08/06/2025,$301.67,17392100,$292.90,$302.81,$291.9044
08/05/2025,$292.93,18477470,$297.81,$301.20,$291.45
08/04/2025,$297.72,17164630,$292.20,$298.48,$291.40
08/01/2025,$288.64,21428130,$286.535,$292.6365,$281.61
07/31/2025,$293.70,25488480,$302.80,$306.949,$290.225
07/30/2025,$302.62,16738930,$297.15,$303.255,$295.80
07/29/2025,$297.42,19210780,$297.50,$302.19,$294.87
07/28/2025,$294.30,13683380,$292.46,$295.45,$290.59
07/25/2025,$290.18,12476250,$288.07,$292.5943,$287.27
07/24/2025,$288.71,16413780,$289.79,$291.20,$283.50
07/23/2025,$283.69,20556240,$276.78,$284.00,$273.00
07/22/2025,$278.59,16564830,$287.655,$288.00,$276.43
07/21/2025,$288.21,17726800,$283.955,$290.54,$283.63
07/18/2025,$283.34,15012410,$287.11,$287.53,$281.00
07/17/2025,$286.45,17231100,$281.14,$288.28,$279.91
07/16/2025,$280.81,15031020,$280.105,$281.51,$275.67
07/15/2025,$280.94,17918350,$279.805,$283.36,$277.8501
07/14/2025,$275.60,11934240,$274.13,$278.355,$269.58
07/11/2025,$274.38,14274670,$274.14,$276.47,$271.89
07/10/2025,$275.40,17891600,$279.785,$281.18,$272.70
07/09/2025,$277.90,20133000,$272.96,$279.45,$272.72
07/08/2025,$271.80,14869410,$276.345,$276.345,$271.1545
07/07/2025,$274.18,16760620,$275.13,$277.56,$272.66
07/03/2025,$275.18,10592660,$270.73,$275.80,$270.12
07/02/2025,$269.90,17582090,$263.99,$272.00,$262.73
07/01/2025,$264.74,28847630,$274.40,$274.50,$262.6555
06/30/2025,$275.65,24708430,$274.73,$277.705,$272.13
06/27/2025,$269.35,27477580,$270.30,$271.85,$266.88
06/26/2025,$270.17,23569590,$265.075,$271.67,$264.125
06/25/2025,$264.65,18894160,$266.00,$269.87,$263.43
06/24/2025,$263.77,32764860,$258.77,$265.87,$258.77
06/23/2025,$253.77,19747030,$249.105,$254.21,$246.46
06/20/2025,$249.99,42134900,$253.21,$253.52,$244.17
06/18/2025,$251.26,30435490,$250.89,$255.64,$249.41
06/17/2025,$249.37,22014310,$250.95,$253.96,$247.92
06/16/2025,$252.10,20363010,$250.35,$255.19,$249.565
06/13/2025,$248.70,19028440,$250.66,$254.00,$248.35
06/12/2025,$256.07,20410900,$250.185,$257.89,$249.50
06/11/2025,$252.91,24598990,$246.355,$254.77,$243.80
06/10/2025,$244.63,25491290,$244.215,$246.2795,$241.40
06/09/2025,$244.28,25334080,$245.045,$248.17,$241.11
06/06/2025,$246.93,41146650,$251.14,$255.32,$246.1348
06/05/2025,$259.93,42334080,$262.95,$264.89,$259.06
06/04/2025,$261.08,31536050,$258.06,$265.43,$257.59
06/03/2025,$256.85,30380250,$250.075,$257.88,$249.40
06/02/2025,$248.71,19197010,$243.25,$250.00,$243.19
05/30/2025,$242.07,27088560,$241.215,$243.17,$234.90
05/29/2025,$241.97,20768030,$245.905,$246.07,$237.40
05/28/2025,$239.43,20443000,$237.15,$240.99,$234.425
05/27/2025,$235.65,17941670,$232.865,$236.48,$231.1308
05/23/2025,$228.72,15385630,$226.94,$230.65,$226.18
05/22/2025,$230.53,14340230,$228.34,$233.6899,$227.43
05/21/2025,$229.73,17642940,$228.39,$236.50,$227.8301
05/20/2025,$231.68,11787160,$226.49,$231.77,$226.34
05/19/2025,$230.63,15355450,$221.85,$231.2499,$221.60
05/16/2025,$228.61,23094610,$232.32,$232.64,$226.39
05/15/2025,$232.64,18803680,$230.16,$234.455,$228.07
05/14/2025,$232.12,19751450,$230.23,$233.50,$228.35
05/13/2025,$232.42,28790540,$222.00,$235.28,$222.00
05/12/2025,$221.58,25437670,$219.49,$221.80,$215.88
05/09/2025,$208.20,13289170,$209.33,$209.96,$206.52
05/08/2025,$207.77,18460930,$208.00,$211.1625,$203.69
05/07/2025,$204.81,20277830,$199.285,$206.23,$198.43
05/06/2025,$200.09,16348810,$196.44,$201.91,$195.94
05/05/2025,$200.72,14025430,$200.25,$203.2347,$200.00
05/02/2025,$203.64,17766750,$203.90,$205.68,$201.08
05/01/2025,$197.33,24939700,$198.14,$201.40,$196.235
04/30/2025,$192.47,22768860,$185.895,$193.20,$184.02
04/29/2025,$191.17,14630020,$191.72,$193.25,$190.10
04/28/2025,$192.47,16385850,$190.53,$193.10,$187.68
04/25/2025,$192.31,21242340,$186.92,$193.37,$186.89
04/24/2025,$188.15,27576900,$179.69,$188.57,$178.295
04/23/2025,$176.91,24380470,$177.78,$180.45,$175.82
04/22/2025,$169.58,18504860,$167.43,$170.52,$165.2229
04/21/2025,$166.21,23469790,$166.99,$168.00,$161.61
04/17/2025,$170.99,22501790,$176.25,$176.25,$169.9156
04/16/2025,$174.61,34638640,$170.43,$176.08,$166.92
04/15/2025,$178.95,17242350,$179.725,$182.2644,$178.08
04/14/2025,$178.36,25748300,$185.075,$186.00,$175.82
04/11/2025,$181.94,33964140,$173.62,$182.66,$173.31
04/10/2025,$172.30,51212220,$175.30,$176.95,$166.40
04/09/2025,$185.15,72708310,$160.50,$187.33,$157.51
04/08/2025,$156.03,58888230,$167.62,$169.78,$153.09
04/07/2025,$154.14,68503510,$144.49,$160.43,$138.10
04/04/2025,$146.29,72302230,$148.17,$152.80,$139.1701
04/03/2025,$154.01,44354860,$160.54,$163.425,$153.70
04/02/2025,$172.09,19523660,$166.08,$173.43,$165.50
04/01/2025,$168.52,20472440,$166.37,$168.71,$163.42
03/31/2025,$167.43,35656450,$164.485,$167.94,$160.62
03/28/2025,$169.12,30391480,$171.93,$173.30,$166.47
03/27/2025,$171.99,32151670,$177.655,$178.38,$170.46
03/26/2025,$179.27,30670540,$186.66,$188.06,$177.582
03/25/2025,$188.26,23417250,$190.885,$191.60,$187.68
03/24/2025,$191.25,33180280,$194.295,$196.69,$190.67
03/21/2025,$191.66,43086520,$188.21,$192.07,$187.37
03/20/2025,$190.54,31430020,$191.52,$193.8365,$188.94
03/19/2025,$195.57,37962700,$189.34,$198.27,$186.90
03/18/2025,$188.67,24951030,$190.44,$192.89,$186.90
03/17/2025,$194.50,26830620,$188.05,$196.72,$187.50
03/14/2025,$195.54,25900940,$196.20,$197.50,$193.20
03/13/2025,$191.36,27236140,$193.15,$196.32,$189.465
03/12/2025,$194.23,30409730,$196.215,$199.98,$192.4527
03/11/2025,$190.09,42153250,$188.05,$195.6155,$185.345
03/10/2025,$184.45,44217120,$189.60,$191.978,$180.43
03/07/2025,$194.96,74528860,$187.73,$195.48,$181.56
03/06/2025,$179.45,56864100,$181.04,$186.83,$177.61
03/05/2025,$191.58,25644540,$191.86,$194.08,$187.10
03/04/2025,$187.48,37910480,$189.215,$193.95,$180.48
03/03/2025,$187.37,37435600,$204.00,$204.06,$184.53
02/28/2025,$199.43,39747250,$195.76,$201.19,$193.15
02/27/2025,$197.80,27572890,$217.28,$219.25,$197.40
02/26/2025,$212.94,21368300,$206.91,$213.54,$206.00
02/25/2025,$202.54,33100810,$207.00,$208.6425,$200.92
02/24/2025,$207.93,33050430,$218.60,$219.48,$207.54
02/21/2025,$218.66,24883560,$225.65,$227.75,$215.63
02/20/2025,$226.74,16104000,$228.645,$228.98,$222.75
02/19/2025,$228.73,16375490,$227.85,$229.0653,$224.40
02/18/2025,$228.53,26080550,$230.10,$232.20,$224.3001
02/14/2025,$233.04,16988780,$234.53,$235.74,$228.90
02/13/2025,$235.80,20962030,$236.06,$236.95,$230.7276
02/12/2025,$236.35,16397340,$230.355,$236.48,$230.00
02/11/2025,$235.04,18476200,$232.48,$237.89,$229.9739
02/10/2025,$235.04,23901640,$227.43,$235.82,$227.12
02/07/2025,$224.87,22117470,$235.00,$235.65,$224.11
02/06/2025,$231.36,21169530,$234.50,$234.80,$228.56
02/05/2025,$232.00,29250580,$233.94,$237.9299,$227.50
02/04/2025,$222.43,23768520,$219.35,$223.03,$215.30
02/03/2025,$217.73,24507270,$215.46,$220.9377,$213.51
01/31/2025,$221.27,41150980,$219.66,$226.80,$216.30
01/30/2025,$215.66,42449480,$218.57,$221.96,$213.70
01/29/2025,$206.35,32533740,$208.84,$211.45,$202.77
01/28/2025,$207.36,50315990,$208.01,$209.95,$198.89
01/27/2025,$202.13,90569380,$213.40,$218.43,$196.23
01/24/2025,$244.70,25387830,$244.70,$249.59,$241.91
01/23/2025,$240.28,17653940,$238.41,$240.40,$236.12
01/22/2025,$240.91,29610500,$246.75,$246.99,$240.69
01/21/2025,$240.31,30903190,$241.50,$242.75,$237.40
01/17/2025,$237.44,31196640,$237.08,$238.10,$232.66
01/16/2025,$229.41,23471870,$235.22,$238.60,$229.21
01/15/2025,$228.00,21745620,$228.55,$230.34,$225.58
01/14/2025,$224.70,18143120,$226.57,$230.26,$223.10
01/13/2025,$225.29,23772090,$219.99,$229.26,$219.51
01/10/2025,$224.31,23864010,$227.30,$227.83,$221.25
01/08/2025,$229.31,18756490,$229.70,$232.47,$226.06
01/07/2025,$228.64,25928610,$239.50,$239.50,$227.60
01/06/2025,$236.41,34028380,$236.50,$241.75,$233.30
01/03/2025,$232.55,24973190,$233.59,$236.4893,$229.00
01/02/2025,$231.98,31525830,$236.155,$239.50,$230.2425
12/31/2024,$231.84,17927720,$235.88,$237.46,$231.31
12/30/2024,$235.58,27316800,$234.695,$238.77,$231.62
12/27/2024,$241.75,29282230,$245.64,$245.78,$236.3532
12/26/2024,$245.36,28537540,$240.00,$247.28,$237.60
12/24/2024,$239.68,22827190,$240.115,$240.228,$234.80
12/23/2024,$232.35,40643780,$226.69,$233.3994,$225.13
12/20/2024,$220.79,131910400,$220.36,$230.29,$218.91
12/19/2024,$218.32,40845170,$227.91,$228.05,$217.58
12/18/2024,$223.62,53960100,$239.41,$239.85,$219.22
12/17/2024,$240.23,70382130,$240.65,$242.47,$233.80
12/16/2024,$250.00,111623200,$231.79,$251.88,$230.81
12/13/2024,$224.80,121336600,$213.90,$228.70,$211.11
12/12/2024,$180.66,46967170,$180.93,$182.00,$175.99
12/11/2024,$183.20,41295180,$180.01,$184.87,$176.4296
12/10/2024,$171.81,27762630,$177.81,$178.50,$169.73
12/09/2024,$178.94,20886310,$178.95,$180.7933,$176.0209
12/06/2024,$179.53,27830830,$170.10,$180.68,$169.3301
12/05/2024,$170.47,18489990,$170.75,$172.3981,$169.20
12/04/2024,$170.56,32748250,$173.44,$175.39,$168.56
12/03/2024,$168.15,17024430,$164.48,$168.27,$164.03
12/02/2024,$166.51,21472440,$162.95,$168.3797,$162.75
11/29/2024,$162.08,11024010,$159.57,$162.69,$159.08
11/27/2024,$159.67,19722720,$163.20,$163.20,$157.54
11/26/2024,$164.74,16308770,$164.60,$166.37,$162.69
11/25/2024,$164.82,26850590,$165.395,$167.225,$162.89
11/22/2024,$164.23,17332470,$164.30,$164.9092,$162.40
11/21/2024,$163.94,24835250,$166.25,$166.34,$160.60
11/20/2024,$163.25,17196730,$165.54,$165.54,$160.86
11/19/2024,$165.35,18003400,$166.66,$166.80,$164.31
11/18/2024,$165.67,17870330,$165.66,$166.3463,$162.22
11/15/2024,$164.84,20836160,$168.47,$169.135,$163.43
11/14/2024,$170.38,20638860,$174.77,$175.57,$169.87
11/13/2024,$173.58,17472510,$174.705,$175.5926,$172.60
11/12/2024,$176.22,15861980,$178.90,$179.56,$173.20
11/11/2024,$178.91,17036660,$183.40,$183.63,$176.8201
11/08/2024,$183.64,13503150,$182.99,$185.05,$181.83
11/07/2024,$183.81,18970580,$181.9853,$184.8722,$181.79
11/06/2024,$179.55,24300760,$179.63,$180.21,$175.96
11/05/2024,$173.90,13441750,$170.05,$174.40,$170.05
11/04/2024,$168.55,13621310,$169.28,$172.45,$168.42
11/01/2024,$168.92,17847040,$168.26,$171.3255,$167.50
10/31/2024,$169.77,26086590,$174.45,$174.45,$167.38
10/30/2024,$176.64,17911490,$177.47,$179.19,$175.62
10/29/2024,$179.24,23702340,$172.435,$180.23,$171.2101
10/28/2024,$172.02,13195830,$173.00,$173.9728,$171.345
10/25/2024,$173.00,19977680,$174.19,$176.796,$172.72
10/24/2024,$171.35,20485170,$174.26,$174.30,$169.50
10/23/2024,$173.51,19513710,$177.585,$178.98,$172.57
10/22/2024,$179.38,12062650,$178.66,$180.69,$177.41
10/21/2024,$179.99,13695150,$179.38,$181.7199,$178.25
